id,game,half,start,end,text
194,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,762.58,764.24, They've still got to play their way up.
195,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,764.32,776.65, Putting his shoulder into that.
196,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,776.73,779.06, Here'll be a Palace free kick.
197,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,779.14,788.18, That's a free kick which has irritated Jose Mourinho.
198,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,788.26,790.94," Sometimes I feel it's a little bit of an act down there for Jose,"
199,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,791.02,795.56," and he's acting for his own purposes, the team, trying to show his commitment to the team."
200,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,795.64,796.68, I think this is clearly a foul.
201,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,796.76,798.94," Look, Willian just pushes into..."
202,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,799.1,801.86," Well, that's clearly a foul, so I don't think we can have any grumbles there,"
203,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,801.94,806.03, but just trying to show his commitment to the team and the course.
204,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,806.11,809.93, Trying to get them going.
205,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,810.01,819.1, Chelsea manager was saying this week that Chelsea are the team that everybody loves to see beaten.
206,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,819.18,822.56," Of course, and that's the huge mentality."
207,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,822.64,847.95, And by Hazard.
208,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,848.03,851.03," Well, he doesn't mind having a go, but he's not got that great a goalscoring record."
209,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,851.13,854.03," I think he's a super player for Chelsea, whether he plays right or..."
210,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,854.13,858.71," right, left or middle in the three behind Costa, and certainly works hard, gets after the ball."
211,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,858.71,863.33," He's good on the ball, but that finishing shot or pass has got to improve."
212,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,863.41,869.07," He's a quality player, but the real top, top quality players are judged by their final ball"
213,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,869.17,870.95, or their final strike on goal.
214,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,872.31,877.94, He's trying to claim a goal on the opening weekend when Chelsea were held here 2-2 by Swansea.
215,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,878.04,879.82, He was credited as a...
216,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,879.9,882.4, Federico Fernandes' own goal eventually.
217,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,888.4,894.35, So Jose Mourinho there trying to brush away a little bit of perspiration from under his eyes.
218,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,894.43,896.35, It is a hot and sticky afternoon in West London.
219,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,896.55,925.79," A spike this week for Wilfried Zahe, played 90 minutes plus extra time for Palace on Tuesday"
220,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,925.89,928.79, when they defeated Shrewsbury in the League Cup.
221,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,931.1,938.02," Chelsea have had a full week to prepare, but they will lose a few from the training ground at Cobham this week."
222,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,938.1,947.66," As we do have another international break, it does mean that there is a very disjointed start."
223,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,947.74,952.7, The Premier League campaign does it with the transfer window closing at the end of August.
224,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,952.78,955.08," And then, no sooner have we got four fixtures out the way,"
225,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,955.16,958.54, that there is another breather for two rounds of international.
226,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,958.66,962.46," That's why it was important to get off to a quick start, which Chelsea haven't done."
227,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,962.54,968.22," They did last season, and when you do get these stuttering starts to the season that we've had,"
228,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,968.3,973.4," it's so, so important to bag a few wins early on and then just kick on from there."
229,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,973.48,976.86," They're in the bag, and then you go on."
230,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,976.94,980.94," But Chelsea have put themselves in a little bit of a position at the moment,"
231,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,981.02,985.26, because you can't see City slipping up much of looking like they've got to win everything.
232,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1000.4,1001.4," There you go, Costa."
233,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1002.31,1004.23, He's very much on the periphery of the game so far.
234,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1012.88,1018.56, Chelsea supporters have had their grumbles about when the squad returned for pre-season training.
235,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1021.36,1024.94, Until the 16th of July that Chelsea started their preparations.
236,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1025.02,1026.28, They went to the United States.
237,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1026.36,1030.26, They were involved in the International Champions Cup tournament.
238,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1041.86,1046.48," I find pre-season really difficult, especially when it's in European Championships or World Cup years,"
239,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1046.58,1051.1, and now these clubs are travelling far and wide.
240,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1051.18,1053.88," They say they don't want too many games, yet they're travelling."
241,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1053.96,1055.46, That can do you in alone.
242,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1067.14,1068.42, There's Sacco.
243,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1107.06,1108.28," Interesting, the teams now."
244,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1108.28,1111.9," They let the centre-halves have the ball, centre-backs in Zouma and Keogh,"
245,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1111.98,1116.24," and they tend to sit in and around Matic, because Matic can run it that vital five yards."
246,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1116.32,1121.08," I think centre-backs should take the ascendancy, like here, and run the ball in there."
247,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1121.16,1122.16, Don't be afraid.
248,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1122.24,1127.22, Then you can make more than a one-on-one situation.
249,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1127.32,1132.59, Here's Pedro.
250,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1132.67,1133.81, Support arriving.
251,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1133.89,1138.67, Away from Pedro.
252,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1138.75,1141.41, He used Ivanovic as decoy duck on the outside.
253,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1141.49,1143.63," Ivanovic's charged up 30, 40 yards."
254,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1143.71,1146.24, That allowed him space to come in.
255,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1146.32,1147.08," When he comes in, you know."
256,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1147.2,1149.16," You expect him, really, to be hitting the target."
257,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1149.24,1150.92," You can see, as the ball's switched from Willian."
258,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1151.0,1152.92," Watch Ivanovic, round the outside."
259,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1153.0,1155.24, That allows him to come in on Soiree.
260,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1155.32,1158.2," And I think McCarthy's just looking at this one,"
261,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1158.28,1161.21, hoping that he's not nestling in the back of the net.
262,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1161.29,1162.53, He wasn't far away.
263,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1166.52,1170.41, He returned to Barcelona on Monday to say his goodbyes.
264,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1170.49,1174.19," They're making absolutely clear that when he draws a line under his career,"
265,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1174.29,1178.53, he will be welcomed back in whatever capacity he wants to serve the club.
266,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1178.61,1181.31, Diego Kostinak.
267,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1181.41,1182.61, Chelsea get their corner.
268,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1182.73,1184.49, Good defending Delaney.
269,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1184.57,1186.65, Got isolated in a one-on-one situation.
270,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1186.73,1188.53," Centre-backs don't like being drag-wired,"
271,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1188.61,1192.26," but the important thing is you blocked the cross, and he did."
272,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1202.17,1203.39, Matic in there.
273,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1203.47,1205.19, Zouma in there.
274,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1205.29,1207.19, Ivanovic ready to make his move.
275,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1207.29,1224.92," We get so many of these crowded situations in the penalty area,"
276,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1225.0,1226.76, and Zouma's claiming a pen.
277,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1226.84,1228.18, Was he fouled by Conor Wickham?
278,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1228.26,1230.94," There he is, he's tussling for the ball."
279,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1231.02,1233.88, I think that's a difficult one to give.
280,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1233.96,1237.2," Zouma's trying to get over the top, trying to make the most of it."
281,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1237.28,1244.65," For any referee to make a decision on,"
282,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1244.73,1247.23, no doubt that the shirt was being held.
283,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1247.31,1267.09, Showing that he's not prepared to give up on anything.
284,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1267.17,1270.67, I'm most unhappy that he was blocked off by Delaney.
285,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1270.75,1274.13," Go out the full for Fischer with a tackle down,"
286,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1274.21,1276.97," but a touchline there on Edin Hazard,"
287,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1277.05,1280.46, and then Costa starting to try to get it going a little bit.
288,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1280.54,1282.46, The game's getting a little bit physical.
289,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1282.76,1285.12, Nothing wrong with that.
290,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1285.2,1286.7, Hazard.
291,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1286.78,1290.65," He's jumped away off the knee of Damien Delaney,"
292,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1290.73,1292.81," who's still getting involved with Diego Costa,"
293,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1292.89,1294.49," who's still got an argument with Kroos,"
294,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1294.49,1297.26, Craig Klos and the referee.
295,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1297.34,1300.48," Well, it wasn't given, and you've just got to get on with it."
296,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1300.56,1303.98," There's the foul on Edin Hazard, down by the touchline there."
297,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1304.06,1305.76, Mourinho's on the pitch complaining.
298,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1305.84,1307.56," And then there was a foul on Costa after that,"
299,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1307.64,1310.44," but just a block off, I think, from Delaney."
300,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1310.52,1316.6, The last in the line of Chelsea Blue.
301,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1316.68,1319.48, Helped away by Wickham from Zouma.
302,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1319.56,1326.37, It'll be a Chelsea free kick.
303,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1326.47,1328.99," Well, there is a needless foul, Conor Wickham."
304,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1329.07,1330.37, You've got your opponent where you want him.
305,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1330.45,1333.07," He's facing the touchline, Gary Cahill."
306,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1333.17,1334.71," He's not exactly going to do a Cruyff turn,"
307,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1334.83,1336.99," and get at you, is he?"
308,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1337.07,1338.37, Just let him have it there.
309,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1338.45,1340.33, He'll be giving away a needless free kick.
310,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1340.41,1347.68, Short by Matic.
311,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1347.76,1348.64, Willian.
312,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1349.93,1351.59, And McCarthy in trouble again.
313,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1353.46,1354.96," He's got to start hitting the target, Willian."
314,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1355.04,1356.92, The only one he seems to trouble down here at the bridge
315,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1357.0,1358.88, is those fans behind the goal.
316,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1358.96,1360.26," Again, this is quite high."
317,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1360.34,1362.46," He tries to do a little bit too much with it all the time, I think."
318,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1362.54,1366.16, He's got to concentrate hitting that target.
319,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1366.24,1368.28," He's the person who gets in the most shooting positions,"
320,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1368.36,1371.06, yet rarely does he hit that target.
321,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1371.16,1378.57, One of those who didn't have too much of a holiday in the summer
322,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1378.65,1379.61, because he was away
323,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1379.61,1385.78, with Brazil on duty at the Copa America in Chile.
324,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1385.86,1391.56, Brazil reached the quarter-finals before bowing out.
325,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1391.64,1393.6, This guy didn't make the tournament because of the injury
326,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1393.68,1397.84, which he picked up at the end of the last Premier League campaign.
327,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1397.92,1412.74, Saka getting a dose of his own medicine from Diego Costa.
328,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1413.24,1415.86, He's not moaning about it. There's the difference.
329,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1415.96,1417.2, He'll accept that.
330,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1445.31,1448.99," A hat-trick last week, and Callum Wilson has got another one for Bournemouth."
331,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1449.07,1450.31, This is proper striking.
332,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1450.39,1451.95, He needs something out of nothing.
333,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1452.03,1453.85, Wonderful little overhead kick.
334,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1453.85,1455.35, Hits it perfectly.
335,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1455.43,1466.08, Dini Heepen looking at the assistant on the far side.
336,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1466.16,1472.46, Scott Ledger anticipating a free kick.
337,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1472.54,1474.34, Turned away by Courtois.
338,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1474.51,1477.23, Real zip in the shot from Bakary Saka.
339,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1477.31,1478.93, And Courtois had to react.
340,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1479.01,1480.31, That's where they're going to try and exploit.
341,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1480.39,1482.67, In and in behind Ivanovic when he's gone forward.
342,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1482.77,1483.85, They break quickly.
343,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1483.93,1485.27, Ivanovic is upfield.
344,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1485.35,1486.73, He's got no option. He's got to shoot.
345,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1486.81,1488.27, He goes to the near post.
346,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1488.35,1490.86, Good save with his feet by Courtois.
347,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1490.96,1493.2," The break was so quick, nobody could get up and support."
348,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1493.28,1495.86," But again, dangerous from Palace."
349,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1495.98,1506.84, Saka now almost on the goal line.
350,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1506.92,1518.09, Morgi's on him hitting the target.
351,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1518.17,1519.81, Normally such a good strike with the ball.
352,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1519.89,1521.55, He has a good first touch.
353,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1521.63,1523.31, But the volley's high and wide.
354,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1523.39,1530.64," Seating the stands, and no more for John Terry today,"
355,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1530.72,1533.88, following his dismissal at West Brom last weekend.
356,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1533.96,1543.56, Did you feel it was a red card that was warranted?
357,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1543.64,1545.88," Yeah, I think it was like any other player."
358,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1545.96,1548.06, I just think John got stuck on the wrong side.
359,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1548.14,1552.76," He thought his starting position was wrong, Tony."
360,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1552.84,1556.66, He'd just come at an unfortunate time after he'd been dragged the week before.
361,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1556.76,1559.24," And then, of course, the press was on him."
362,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1559.24,1561.7," Far from over, John Terry. Still a super player."
363,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1563.76,1567.65, Cardi said yesterday that he feels that Palace might benefit
364,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1567.73,1571.32," because regardless of what he does in the middle of the Chelsea back line,"
365,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1571.4,1575.28," it's his leadership qualities which Chelsea sometimes miss,"
366,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1575.36,1580.96, and his ability to organise at set plays.
367,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1581.04,1668.83," Well, there's not many leaders, stroke organisers, around in the game now."
368,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1668.91,1677.7, Palace's most consistent performance. Suarez.
369,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1680.56,1682.48, That was a great passage of play from Palace.
370,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1682.56,1686.12," Keeping it patiently at the back, exchanging passes,"
371,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1686.12,1690.63," then switching play, getting the cross in. That was some good stuff."
372,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1690.73,1692.23, Pedro with the interception.
373,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1692.31,1699.55, The pass for trying to pick out the pass for Willian.
374,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1699.63,1720.69, Down by Zaha. Second chance and dead.
375,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1720.77,1724.11, But surely should have done better with the first opportunity that came his way.
376,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1724.19,1725.37," Well played, Palace."
377,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1725.45,1727.87," That's great football down that left-hand side of theirs,"
378,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1727.95,1731.52, and the right of Chelsea. Ivanovic is having problems.
379,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1731.6,1736.1," Kabay should score, Tony. Without a doubt, should put his foot through that one."
380,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1736.18,1737.91, Sacco offside.
