hash,wikipedia_article
Ee4dpTuO,https://en.wikipedia.org/wiki/Geancarlo_Gonzalez
EeO47Mq6,https://en.wikipedia.org/wiki/Denys_Dedechko
EeWTdvZu,https://en.wikipedia.org/wiki/Cristi%C3%A1n_Zapata
EiVDoV04,https://en.wikipedia.org/wiki/Marco_Sportiello
EiX5eGvH,https://en.wikipedia.org/wiki/Maksim_Volodko
EilL1urA,https://en.wikipedia.org/wiki/Stefan_Bell
Ek2R3rtt,https://en.wikipedia.org/wiki/Aleksey_Shchyotkin
EkbMIIbJ,https://en.wikipedia.org/wiki/Marc_Vucinovic
EkcGN4fs,https://en.wikipedia.org/wiki/Hugo_Mallo
EkcVDIPH,https://en.wikipedia.org/wiki/Artur_Yusupov_(footballer)
EkjYoT1f,https://en.wikipedia.org/wiki/Oviemuno_Ejaria
Em0lflWB,https://en.wikipedia.org/wiki/Mateo_Musacchio
EmByTsz3,https://en.wikipedia.org/wiki/DeAndre_Yedlin
Eo9X2cTu,https://en.wikipedia.org/wiki/Nathaniel_Clyne
EoDBiY3d,https://en.wikipedia.org/wiki/Koffi_Djidji
EoZFLVTF,https://en.wikipedia.org/wiki/Alfred_N%27Diaye
Eoeam8Xf,https://en.wikipedia.org/wiki/Felipe_Caicedo
Eq6mdgec,https://en.wikipedia.org/wiki/Lima
Eq6mfXAQ,https://en.wikipedia.org/wiki/Stevan_Joveti%C4%87
EqBuG0nE,https://en.wikipedia.org/wiki/Milan_%C5%A0kriniar
Es2sDoRF,"https://en.wikipedia.org/wiki/Bruno_Henrique_(footballer,_born_1990)"
Es8aeBs4,https://en.wikipedia.org/wiki/Jefferson_Lerma
EsMMVFh3,https://en.wikipedia.org/wiki/Pere_Milla
EsbAhebr,https://en.wikipedia.org/wiki/Micha%C3%ABl_Heylen
EskCwiLE,https://en.wikipedia.org/wiki/Arkadiusz_Milik
EukLMEkh,https://en.wikipedia.org/wiki/Matheus_Carvalho
Eur1zaTu,"https://en.wikipedia.org/wiki/Adriano_(footballer,_born_February_1982)"
EwafDIPi,https://en.wikipedia.org/wiki/Camilo_Zuniga
Ey0zWJG1,https://en.wikipedia.org/wiki/Paco_Alc%C3%A1cer
EyHiANV1,https://en.wikipedia.org/wiki/Marcus_Rohd%C3%A9n
EyHywivj,https://en.wikipedia.org/wiki/Nelson_Semedo
G04qmSno,"https://en.wikipedia.org/wiki/David_Ruiz_(footballer,_born_2004)"
G0TATC32,https://en.wikipedia.org/wiki/Alex_Telles
G0cVe2lt,https://en.wikipedia.org/wiki/Alex_Felip
G23DAEN9,https://en.wikipedia.org/wiki/Paolo_De_Ceglie
G2VFOFOq,https://en.wikipedia.org/wiki/Johan_Djourou
G2WsIky7,"https://en.wikipedia.org/wiki/Carlos_Castro_(footballer,_born_1978)"
G2eHULFU,https://en.wikipedia.org/wiki/Sofiane_Feghouli
G43Lp4in,https://en.wikipedia.org/wiki/Niklas_S%C3%BCle
G4J9KtCi,https://en.wikipedia.org/wiki/Philipp_Ochs
G6AuiwvH,https://en.wikipedia.org/wiki/Davide_Zappacosta
G6ZzTHKA,https://en.wikipedia.org/wiki/Ryan_Malone_(soccer)
G6zHXVkO,https://en.wikipedia.org/wiki/Goncalo_Paciencia
G8VcNrxU,https://en.wikipedia.org/wiki/Eric_Bailey_(American_football)
G8iHoZDl,https://en.wikipedia.org/wiki/Jonathan_Leko
G8nzz2t4,https://en.wikipedia.org/wiki/Leighton_Baines
G8p95GTe,"https://en.wikipedia.org/wiki/Alexander_Meyer_(footballer,_born_1991)"
GA3AJjIS,https://en.wikipedia.org/wiki/Lukasz_Teodorczyk
GAa1nhpT,https://en.wikipedia.org/wiki/Anders_Lindegaard
GAaSvev9,https://en.wikipedia.org/wiki/Graham_Dorrans
GAcQF9Z6,https://en.wikipedia.org/wiki/Dejan_Lovren
GAiGlfit,https://en.wikipedia.org/wiki/Eden_Ben_Basat
GAidySP3,https://en.wikipedia.org/wiki/Scott_Dann
GApCQUfQ,"https://en.wikipedia.org/wiki/Mamadou_Tounkara_(footballer,_born_1996)"
GArB5kuJ,https://en.wikipedia.org/wiki/Pape_Cheikh_Diop
GAwNqcSh,https://en.wikipedia.org/wiki/Tobias_Werner
GCj1vRua,https://en.wikipedia.org/wiki/Bacary_Sagna
GEGCHPx6,https://en.wikipedia.org/wiki/Remi_Walter
GEGCuSA8,https://en.wikipedia.org/wiki/Angelino_(footballer)
GEQDyXOD,https://en.wikipedia.org/wiki/George_Honeyman
GErUsMSq,"https://en.wikipedia.org/wiki/Rui_Silva_(footballer,_born_1994)"
GGYqsCpq,https://en.wikipedia.org/wiki/Max_Gr%C3%BCn
GGvaHj0I,https://en.wikipedia.org/wiki/Machado
GIHN9kQL,https://en.wikipedia.org/wiki/Markus_Henriksen
GIIVeUW1,https://en.wikipedia.org/wiki/Jos%C3%A9_Mauri
GILBThQE,https://en.wikipedia.org/wiki/Pierre-Michel_Lasogga
GIN8voK9,https://en.wikipedia.org/wiki/Oscar_Hiljemark
GKEd9ext,https://en.wikipedia.org/wiki/Vito_Mannone
GKKuLnYH,https://en.wikipedia.org/wiki/Alessandro_Crescenzi
GKPbIMVk,https://en.wikipedia.org/wiki/Caglar_Soyuncu
GMGVIEbB,https://en.wikipedia.org/wiki/Ali_Adnan_Kadhim
GMqWRFGS,https://en.wikipedia.org/wiki/Kieran_Trippier
GOEFF4TD,https://en.wikipedia.org/wiki/Adri%C3%A1n_Gunino
GOGtZaSj,https://en.wikipedia.org/wiki/Amauri
GOLg3K3h,https://en.wikipedia.org/wiki/Marko_Gruji%C4%87
GOMkdrGe,https://en.wikipedia.org/wiki/Davide_Brivio
GOdGE1cn,https://en.wikipedia.org/wiki/Yann_M%27Vila
GOdcmRy1,https://en.wikipedia.org/wiki/Benik_Afobe
GOfxrOoF,https://en.wikipedia.org/wiki/Alberto_Aquilani
GQMMQo6m,https://en.wikipedia.org/wiki/Marco_Asensio
GQZebC9J,https://en.wikipedia.org/wiki/Ricardo_%C3%81lvarez_(Mexican_footballer)
GSzdOhPI,"https://en.wikipedia.org/wiki/Willian_(footballer,_born_1988)"
GUK7yL4Q,https://en.wikipedia.org/wiki/Edgar_Mendez
GUyt8P53,https://en.wikipedia.org/wiki/Javier_Saviola
GWGS0Poj,https://en.wikipedia.org/wiki/Lucas_Piazon
GWSMlnRk,https://en.wikipedia.org/wiki/Ante_Rebi%C4%87
GWk32kC5,https://en.wikipedia.org/wiki/Fredy_Hinestroza
GWpe9c0q,https://en.wikipedia.org/wiki/Frank_Lampard
GWvcnYuo,https://en.wikipedia.org/wiki/Antonio_Candreva
GY0h7VoN,https://en.wikipedia.org/wiki/Bruno_Pires_(footballer)
GYRV1t4h,https://en.wikipedia.org/wiki/Micha%C3%ABl_Ciani
GYpYLFS1,https://en.wikipedia.org/wiki/Donald_Love
GYvAMDm2,"https://en.wikipedia.org/wiki/Bruno_Fernandes_(footballer,_born_1974)"
GbJFZsTk,https://en.wikipedia.org/wiki/Davide_Call%C3%A0
Gd5hqV7h,"https://en.wikipedia.org/wiki/Ashley_Westwood_(footballer,_born_1976)"
Gd8Ix5AB,https://en.wikipedia.org/wiki/Kolo_Tour%C3%A9
GdG6QBg1,https://en.wikipedia.org/wiki/Anton_Tinnerholm
GdwP5bwG,https://en.wikipedia.org/wiki/Jacob_Bruun_Larsen
GfGP7FPn,https://en.wikipedia.org/wiki/Samuel_Gustafson
Gfd521gg,"https://en.wikipedia.org/wiki/Lucas_Lima_(footballer,_born_1990)"
GfmNKT2R,https://en.wikipedia.org/wiki/Michael_Krohn-Dehli
GfoivbEm,https://en.wikipedia.org/wiki/Kike_Garc%C3%ADa_(Spanish_footballer)
GhJuTAI3,https://en.wikipedia.org/wiki/Omar_Ramos
GhT3vo8n,https://en.wikipedia.org/wiki/Gaetan_Robail
GhfJ8G0e,https://en.wikipedia.org/wiki/Moritz_Leitner
GhgvRpFf,https://en.wikipedia.org/wiki/Federico_Cartabia
Ghmdi8ej,https://en.wikipedia.org/wiki/Federico_Bernardeschi
GjF2pGwT,https://en.wikipedia.org/wiki/Robbie_Brady
GjZl8k7S,https://en.wikipedia.org/wiki/Emiliano_Vel%C3%A1zquez
GjpjLbQo,https://en.wikipedia.org/wiki/Luca_Zuffi
Gl31cksa,https://en.wikipedia.org/wiki/Ahmad_Benali
Gl80hVlG,https://en.wikipedia.org/wiki/Danijel_Milicevic
Gl85V5x3,https://en.wikipedia.org/wiki/Martin_Hinteregger
GlLgq9w3,https://en.wikipedia.org/wiki/Marco_Sailer
GlTyfr8U,https://en.wikipedia.org/wiki/Leroy_San%C3%A9
GlXukwsK,https://en.wikipedia.org/wiki/Antonio_Frausto
GnFDoQHr,https://en.wikipedia.org/wiki/Jack_Rodwell
GnXeFdKC,https://en.wikipedia.org/wiki/Shane_Long
Gp8TG2d7,https://en.wikipedia.org/wiki/Gil_Vermouth
Gpc9AB61,"https://en.wikipedia.org/wiki/Rub%C3%A9n_Garc%C3%ADa_(footballer,_born_1998)"
GpcTW1L2,https://en.wikipedia.org/wiki/Davy_Klaassen
GphWdDDR,https://en.wikipedia.org/wiki/Jos%C3%A9_Sosa
GppsHVsJ,https://en.wikipedia.org/wiki/Aaron_Niguez
GprkBuXi,https://en.wikipedia.org/wiki/Antonio_Jezina
Gr2FbER2,https://en.wikipedia.org/wiki/Dominique_Heintz
Gr7z9FSE,https://en.wikipedia.org/wiki/Omar_Elabdellaoui
GrS6Vr75,https://en.wikipedia.org/wiki/Anthony_Martial
GrZDpRwB,https://en.wikipedia.org/wiki/Andr%C3%A9_Ayew
GrpbzZt3,https://en.wikipedia.org/wiki/Guarnine
Gt4x7rG6,https://en.wikipedia.org/wiki/Artem_Kravets
Gt8A7cHr,https://en.wikipedia.org/wiki/Daniele_Bonera
GtOw2z0j,https://en.wikipedia.org/wiki/Jose_Callejon
GtkTQyib,https://en.wikipedia.org/wiki/Youri_Tielemans
GtppucyM,https://en.wikipedia.org/wiki/Guido_Burgstaller
GtwTJa8L,https://en.wikipedia.org/wiki/Benjamin_Woodburn
Gv3few2A,https://en.wikipedia.org/wiki/Aleksandar_Tonev
GvBbhvr9,https://en.wikipedia.org/wiki/Fernando_Navarro_(Spanish_footballer)
GvgFvFtc,https://en.wikipedia.org/wiki/Senad_Luli%C4%87
Gx2FKqI3,https://en.wikipedia.org/wiki/Mark_Schwarzer
GxIiEgQ2,https://en.wikipedia.org/wiki/Christian_Gentner
GxMRcf1E,"https://en.wikipedia.org/wiki/Maicon_(footballer,_born_1981)"
GxbOZOLI,https://en.wikipedia.org/wiki/Patrick_van_Aanholt
GxdkTszJ,https://en.wikipedia.org/wiki/James_Ward-Prowse
GxzuJFFG,https://en.wikipedia.org/wiki/Mark_Noble
Gzc3T7KI,https://en.wikipedia.org/wiki/Giampaolo_Pazzini
GzcBBeiB,https://en.wikipedia.org/wiki/Roman_Zozulya
I1mjFtoP,https://en.wikipedia.org/wiki/Matt_Targett
I1pvNQtQ,https://en.wikipedia.org/wiki/Nauzet_P%C3%A9rez
I30e9nTO,https://en.wikipedia.org/wiki/Thomas_Strakosha
I3EOIMtl,https://en.wikipedia.org/wiki/Alexandru_Mitrita
I3UbRqwl,https://en.wikipedia.org/wiki/Bartosz_Salamon
I3kditoq,https://en.wikipedia.org/wiki/Jens_Hegeler
I3ujvS9n,https://en.wikipedia.org/wiki/Simon_Rolfes
I3ySbl3q,https://en.wikipedia.org/wiki/Joaquin
I52LaWD8,https://en.wikipedia.org/wiki/Marcelo_Brozovi%C4%87
I5d54NWB,https://en.wikipedia.org/wiki/Michael_Hector
I5wpPbNu,https://en.wikipedia.org/wiki/Anaitz_Arbilla
I5zqGrgG,https://en.wikipedia.org/wiki/Claudio_Marchisio
I7pSWyAI,https://en.wikipedia.org/wiki/Massimiliano_Carlini
I90mNtHF,https://en.wikipedia.org/wiki/Robert_Hughes_(American_football)
I9Np9B5T,"https://en.wikipedia.org/wiki/Marcos_Aur%C3%A9lio_(footballer,_born_1984)"
I9Um9Bee,"https://en.wikipedia.org/wiki/Henrique_(footballer,_born_October_1986)"
I9avdeat,https://en.wikipedia.org/wiki/Pascal_Stenzel
IB6p5STt,https://en.wikipedia.org/wiki/Islam_Slimani
IBHvSVJj,https://en.wikipedia.org/wiki/Jos%C3%A9_Manuel_Casado
IBUaxPl6,https://en.wikipedia.org/wiki/Alberto_Cerri
IBy588Qo,https://en.wikipedia.org/wiki/James_McCarthy_(footballer)
ID32TGhp,https://en.wikipedia.org/wiki/Martin_%C3%98degaard
IDGUT8hJ,https://en.wikipedia.org/wiki/Julian_Schieber
IDI0wVTT,https://en.wikipedia.org/wiki/Jeroen_Zoet
IDULsK67,https://en.wikipedia.org/wiki/Matthew_Jarvis
IDzWpvBi,https://en.wikipedia.org/wiki/Roque_Santa_Cruz
IF2pWmDJ,https://en.wikipedia.org/wiki/Leonardo_Sigali
IHI1bGoM,https://en.wikipedia.org/wiki/Danny_Simpson_(early_footballer)
IJ9sTzj2,https://en.wikipedia.org/wiki/Miguel_Angel_Moya
IJR2Sdes,https://en.wikipedia.org/wiki/Ilson_Pereira_Dias_Junior
IJueu4Xp,https://en.wikipedia.org/wiki/Davide_Bassi
ILWWRPIU,https://en.wikipedia.org/wiki/Victor_Ruiz_(footballer)
ILiUNFfP,https://en.wikipedia.org/wiki/Clinton_N%27Jie
IN4rltwr,https://en.wikipedia.org/wiki/Simy
INTB796M,https://en.wikipedia.org/wiki/Asier_Illarramendi
INXcXK3r,https://en.wikipedia.org/wiki/Wilfried_Bony
IPBMorSq,https://en.wikipedia.org/wiki/Glen_Kamara
IPEcMHJR,https://en.wikipedia.org/wiki/Florin_Gardo%C8%99
IPY7Yg5L,https://en.wikipedia.org/wiki/Branko_Ili%C4%87
IPvZS0u3,https://en.wikipedia.org/wiki/Danilo_Pereira
IRCnlDD8,https://en.wikipedia.org/wiki/Janik_Haberer
IRQeP5FJ,https://en.wikipedia.org/wiki/Hakan_Calhanoglu
IRro97ls,https://en.wikipedia.org/wiki/Iv%C3%A1n_Villar
IRwJxG82,https://en.wikipedia.org/wiki/Giuseppe_Bossi_(footballer)
IT0uBnYR,https://en.wikipedia.org/wiki/Cote
ITCY8iWq,https://en.wikipedia.org/wiki/Odion_Ighalo
ITIaFwp1,https://en.wikipedia.org/wiki/Tom_Huddlestone
ITSUiJE0,https://en.wikipedia.org/wiki/Jos%C3%A9_Holebas
ITfwOTMP,https://en.wikipedia.org/wiki/Yannick_Bolasie
ITwS8wMo,https://en.wikipedia.org/wiki/Pierre-Emile_H%C3%B8jbjerg
IV7Rp8FD,https://en.wikipedia.org/wiki/Ryan_Shawcross
IXRI6tlI,https://en.wikipedia.org/wiki/Norbert_Gyomber
IXRaCzVt,https://en.wikipedia.org/wiki/Rafa_Mir
IXXA0mtd,https://en.wikipedia.org/wiki/Emil_Krafth
IXppY2Xc,https://en.wikipedia.org/wiki/Diego_L%C3%B3pez
IZ9tthWE,https://en.wikipedia.org/wiki/Daniel_Pavlovi%C4%87
IZtixfng,https://en.wikipedia.org/wiki/Florian_Hartherz
IaLG39Fq,https://en.wikipedia.org/wiki/Gast%C3%B3n_Silva
IaSmtEpe,https://en.wikipedia.org/wiki/Anderson_Talisca
IaW0oy2c,"https://en.wikipedia.org/wiki/Nicol%C3%A1s_L%C3%B3pez_(footballer,_born_1993)"
IaXkvrkt,https://en.wikipedia.org/wiki/Luc_Castaignos
Ic4oPYSF,https://en.wikipedia.org/wiki/Dusan_Tadic
IcuAZWW1,https://en.wikipedia.org/wiki/Danilo_Cataldi
Ie7bvoaI,https://en.wikipedia.org/wiki/Cyril_Th%C3%A9r%C3%A9au
IeIYcLlK,https://en.wikipedia.org/wiki/Christian_Capone
IeVXGQOi,https://en.wikipedia.org/wiki/Ante_Budimir
IeavP2fU,"https://en.wikipedia.org/wiki/Eduardo_da_Silva"
IehILnUA,https://en.wikipedia.org/wiki/Emil_Forsberg
IeoNr67S,"https://en.wikipedia.org/wiki/Joe_Allen_(footballer,_born_1909)"
Ieya9BE2,https://en.wikipedia.org/wiki/Gotoku_Sakai
Ig08cL7B,https://en.wikipedia.org/wiki/Markel_Bergara
IgKFNwrN,https://en.wikipedia.org/wiki/Guglielmo_Stendardo
IgNLXnLo,https://en.wikipedia.org/wiki/Michele_Somma
IgNrOhqm,https://en.wikipedia.org/wiki/Goncalo
IgRLzKhM,https://en.wikipedia.org/wiki/Jose_Maria_Gimenez
Igk6vzlT,https://en.wikipedia.org/wiki/Alexander_N%C3%BCbel
Igvz54ok,https://en.wikipedia.org/wiki/Gokhan_Inler
Igxkp0vJ,"https://en.wikipedia.org/wiki/Adama_Traor%C3%A9_(footballer,_born_1990)"
Ii9bwmR3,"https://en.wikipedia.org/wiki/Edimar_(footballer,_born_1986)"
IiBnDsUR,https://en.wikipedia.org/wiki/Vincent_Aboubakar
IiT86r0s,https://en.wikipedia.org/wiki/Cuco_Martina
IiVRUCYs,"https://en.wikipedia.org/wiki/Javi_Mart%C3%ADnez_(footballer,_born_1999)"
IiXMC1Q9,https://en.wikipedia.org/wiki/Nelson_Oliveira
IkCftsQm,https://en.wikipedia.org/wiki/Nuri_%C5%9Eahin
IkQ0618s,https://en.wikipedia.org/wiki/Jos%C3%A9_Fonte
IkW0eeNE,https://en.wikipedia.org/wiki/Manu
IkcGiQBb,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Correa
IkmsHsOR,https://en.wikipedia.org/wiki/N%27Golo_Kant%C3%A9
ImK5HeCc,https://en.wikipedia.org/wiki/Renato_Steffen
ImhgOoOl,"https://en.wikipedia.org/wiki/Raphael_Guerreiro_(footballer,_born_1968)"
Ioy3ZkK1,https://en.wikipedia.org/wiki/Baptiste_Santamaria
Is2SqL3S,https://en.wikipedia.org/wiki/Benjamin_Stambouli
Is8awtW8,https://en.wikipedia.org/wiki/Lee_Barry_Cattermole
IsC4q1wo,https://en.wikipedia.org/wiki/Oswaldo_Vizcarrondo
IsGWKIMq,https://en.wikipedia.org/wiki/Jeremy_Toljan
IsgtvoCe,https://en.wikipedia.org/wiki/Marin_Anicic
Isj3Fthh,https://en.wikipedia.org/wiki/Alberto_de_la_Bella
IsmsH5dm,https://en.wikipedia.org/wiki/Leonardo_Blanchard
Ispzj9Ku,https://en.wikipedia.org/wiki/Christoph_Moritz
IuB7l6zM,https://en.wikipedia.org/wiki/Oscar_Wendt
IuHQAjNN,https://en.wikipedia.org/wiki/Veysel_Sar%C4%B1
IuMQIrXk,https://en.wikipedia.org/wiki/Maxwel_Cornet
IuutfkJB,https://en.wikipedia.org/wiki/Ryan_Fraser
IwCf9VyA,https://en.wikipedia.org/wiki/Carlos_Mart%C3%ADnez_(American_football)
IwWsbtT7,https://en.wikipedia.org/wiki/Johannes_van_den_Bergh
IyH1Vh89,https://en.wikipedia.org/wiki/Kwadwo_Asamoah
IyOltt6H,https://en.wikipedia.org/wiki/Max_Meyer_(footballer)
IyVZ8cwc,https://en.wikipedia.org/wiki/Vasco_Regini
K0G8DB00,"https://en.wikipedia.org/wiki/Rodri_(footballer,_born_1996)"
K0GDM9pg,https://en.wikipedia.org/wiki/Josip_Posavec
K0HKnqmK,https://en.wikipedia.org/wiki/Arda_Turan
K0XNoQcO,https://en.wikipedia.org/wiki/Steven_Taylor_(footballer)
K0gRifIN,https://en.wikipedia.org/wiki/Antonio_Di_Natale
K0nUrV5K,https://en.wikipedia.org/wiki/Gianluca_Lapadula
K0uJbBFA,https://en.wikipedia.org/wiki/Victor_Casadesus
K29izbMu,https://en.wikipedia.org/wiki/Eros_De_Santis
K2KuC4Uu,https://en.wikipedia.org/wiki/Giorgio_Chiellini
K2QagCO5,https://en.wikipedia.org/wiki/Mikel_Balenziaga
K2lhc6jE,"https://en.wikipedia.org/wiki/Rafael_(footballer,_born_1990)"
K2yVXyhU,https://en.wikipedia.org/wiki/Abdul_Rahman_Baba
K4DKRkRe,"https://en.wikipedia.org/wiki/Scott_Brown_(footballer,_born_June_1985)"
K4PC2akG,https://en.wikipedia.org/wiki/Filip_Djordjevic
K4UetgpQ,https://en.wikipedia.org/wiki/Marcel_Hartel
K4XlvQFq,"https://en.wikipedia.org/wiki/Andy_King_(footballer,_born_1988)"
K609RjhS,https://en.wikipedia.org/wiki/Nenad_Krsti%C4%8Di%C4%87
K6A2elS9,https://en.wikipedia.org/wiki/Vincent_Kompany
K81tpGcq,"https://en.wikipedia.org/wiki/Billy_Jones_(footballer,_born_1987)"
K83sRIsA,https://en.wikipedia.org/wiki/Stefan_Radu
K8F2GHtc,https://en.wikipedia.org/wiki/Issa_Cissokho_(footballer)
K8XQexVC,https://en.wikipedia.org/wiki/Cristian_Ansaldi
KAyMvsMq,https://en.wikipedia.org/wiki/Luca_Rizzo
KC0NKT7S,https://en.wikipedia.org/wiki/Reece_Oxford
KCBTTJPh,https://en.wikipedia.org/wiki/Luka_Krajnc
KCOJxFQ2,https://en.wikipedia.org/wiki/Rafael_Cabral
KCXGwpBP,https://en.wikipedia.org/wiki/Andreu_Font%C3%A0s
KCXqENT4,https://en.wikipedia.org/wiki/Phillipp_Steinhart
KCZggczp,https://en.wikipedia.org/wiki/Felix_Wiedwald
KELXYJ3s,https://en.wikipedia.org/wiki/Enner_Valencia
KEMS85bi,https://en.wikipedia.org/wiki/Gaetan_Bussmann
KEdDR3M7,https://en.wikipedia.org/wiki/Roberto_Soriano
KGH7HhJ5,https://en.wikipedia.org/wiki/Sejad_Salihovi%C4%87
KGToLjLA,https://en.wikipedia.org/wiki/Leon_Balogun
KGX2o9A5,https://en.wikipedia.org/wiki/Michael_Duff_(footballer)
KI3A2f8L,"https://en.wikipedia.org/wiki/Ra%C3%BAl_Garc%C3%ADa_(footballer,_born_1989)"
KI3jSJTG,https://en.wikipedia.org/wiki/Lukas_Klostermann
KIgEG5WS,https://en.wikipedia.org/wiki/Yevhen_Khacheridi
KK4MroOG,https://en.wikipedia.org/wiki/Javi_Castellano
KKR5bac2,https://en.wikipedia.org/wiki/Stefano_Sorrentino
KKi1DwHC,https://en.wikipedia.org/wiki/Henrikh_Mkhitaryan
KKrXgtnI,"https://en.wikipedia.org/wiki/Rafael_Marques_(footballer,_born_May_1983)"
KM4SYlxo,https://en.wikipedia.org/wiki/Daniel_Carri%C3%A7o
KMAyEwxp,https://en.wikipedia.org/wiki/Giuseppe_Bellusci
KMHvzjeG,https://en.wikipedia.org/wiki/Kyle_Knoyle
KMjbtcfo,https://en.wikipedia.org/wiki/Andr%C3%A9s_Guardado
KMwIpNB1,https://en.wikipedia.org/wiki/Tin_Jedvaj
KOBHwYGc,"https://en.wikipedia.org/wiki/Lisandro_L%C3%B3pez_(footballer,_born_1983)"
KOOppIqo,https://en.wikipedia.org/wiki/Oleksandr_Kucher
KORzLWwT,https://en.wikipedia.org/wiki/Olivier_Deschacht
KOUPJStt,https://en.wikipedia.org/wiki/Anderson_Rafael_Ord%C3%B3%C3%B1ez_Vald%C3%A9z
KOq0yhLo,https://en.wikipedia.org/wiki/Thorgan_Hazard
KSBVnX8R,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Otamendi
KShlcp4N,https://en.wikipedia.org/wiki/Karol_Linetty
KSkMBXAd,https://en.wikipedia.org/wiki/Marco_Storari
KSz457vB,https://en.wikipedia.org/wiki/Federico_Barba
KU8xBpJ1,https://en.wikipedia.org/wiki/Danilo_Soddimo
KUEBzjjt,https://en.wikipedia.org/wiki/Miguel_Lay%C3%BAn
KUX6sDh1,https://en.wikipedia.org/wiki/Bartosz_Kapustka
KUjvgUhB,"https://en.wikipedia.org/wiki/Danilo_(footballer,_born_July_1991)"
KUrMsHso,https://en.wikipedia.org/wiki/Fernando_Tissone
KUybYEfM,https://en.wikipedia.org/wiki/Leo_Dubois
KWGYj57F,https://en.wikipedia.org/wiki/Samuel_Bastien
KWjUtDGS,https://en.wikipedia.org/wiki/Raoul_Lo%C3%A9
KWn7C0bj,https://en.wikipedia.org/wiki/George_Puscas
KWoMfbLD,https://en.wikipedia.org/wiki/Joe_Hardy_(footballer)
KWqQZrM4,https://en.wikipedia.org/wiki/Diego_Colotto
KWrHl314,https://en.wikipedia.org/wiki/Antonio_%C4%8Colak
KY6UQ8Sp,https://en.wikipedia.org/wiki/Guillermo_Rodr%C3%ADguez_(footballer)
KYTtjbUi,https://en.wikipedia.org/wiki/Alessandro_Confente
KYbATrF0,https://en.wikipedia.org/wiki/Anthony_Mounier
KYrSdMcF,https://en.wikipedia.org/wiki/Fin_Bartels
KbM0nPuf,https://en.wikipedia.org/wiki/Yacine_Brahimi
KbQi9AJj,https://en.wikipedia.org/wiki/Leonardo_Ulloa
KbUkS6B2,https://en.wikipedia.org/wiki/Sidney_Sam
KbVFDo6C,"https://en.wikipedia.org/wiki/Antonio_Marin_(footballer,_born_2001)"
Kbo7UsAS,https://en.wikipedia.org/wiki/Renato_Sanches
KbobTIgr,https://en.wikipedia.org/wiki/Jaume_Dom%C3%A9nech
Kd02fMXo,https://en.wikipedia.org/wiki/Emre_Mor
Kd0YupW3,https://en.wikipedia.org/wiki/Claud_Adjapong
KdLy7rKC,https://en.wikipedia.org/wiki/Gaetan_Laborde
KdYI1QAn,https://en.wikipedia.org/wiki/Saul_Berjon
Kdj2xxJR,https://en.wikipedia.org/wiki/Steven_Bergwijn
KdoHDRzE,https://en.wikipedia.org/wiki/Timothy_Chandler
KfKDzbEo,"https://en.wikipedia.org/wiki/Oscar_(footballer,_born_1991)"
KfMTdtLt,https://en.wikipedia.org/wiki/Davide_Di_Gennaro
KfUDhfqS,https://en.wikipedia.org/wiki/Franck_Rib%C3%A9ry
Kfrvwu25,https://en.wikipedia.org/wiki/Daryl_Janmaat
Kh5Bs4W8,https://en.wikipedia.org/wiki/David_Pizarro
KhK43TIl,"https://en.wikipedia.org/wiki/Mario_Fern%C3%A1ndez_(footballer,_born_1988)"
KhgS3wMi,https://en.wikipedia.org/wiki/Jordi_Codina
KhqdkOxi,https://en.wikipedia.org/wiki/Jonathas
Kj6ZEYc8,https://en.wikipedia.org/wiki/Bastian_Schweinsteiger
KjMNbKF1,https://en.wikipedia.org/wiki/Dimitar_Berbatov
Kjooxexn,https://en.wikipedia.org/wiki/Timo_Letschert
Kjyej0i3,https://en.wikipedia.org/wiki/Bernard_Tekpetey
Kl5eRahS,https://en.wikipedia.org/wiki/Neil_Taylor_(footballer)
KlLUlPN1,"https://en.wikipedia.org/wiki/Jonas_(footballer,_born_1984)"
KleopPqR,https://en.wikipedia.org/wiki/Josip_Pivari%C4%87
KlpHYSG7,https://en.wikipedia.org/wiki/Wilfrid_Kaptoum
KltmIcJB,https://en.wikipedia.org/wiki/Enis_Bunjaki
KnO8nvCR,https://en.wikipedia.org/wiki/Atinc_Nukan
KnOuUlZa,https://en.wikipedia.org/wiki/Stephane_Ruffier
KnWP1Ntm,https://en.wikipedia.org/wiki/Ben_Watson_(American_football)
KpB5grsj,https://en.wikipedia.org/wiki/Ikechi_Anya
KpDU2SzS,https://en.wikipedia.org/wiki/Takashi_Usami
KpPKefJh,https://en.wikipedia.org/wiki/Luka_Milivojevi%C4%87
KpulmyE9,https://en.wikipedia.org/wiki/Recio_(footballer)
Kr5mFJ31,https://en.wikipedia.org/wiki/Branimir_Hrgota
KrCBG496,https://en.wikipedia.org/wiki/Andrea_Rispoli
KrEhnvkN,https://en.wikipedia.org/wiki/Pepe_Reina
KrODGzyo,https://en.wikipedia.org/wiki/Pajtim_Kasami
KtLKb2be,https://en.wikipedia.org/wiki/Marcel_Ndjeng
KtLO69NH,https://en.wikipedia.org/wiki/Ivan_Marcano
Kte9icqb,https://en.wikipedia.org/wiki/Marco_Zambelli
KtpJdyan,https://en.wikipedia.org/wiki/Luciano_Vietto
