id,game,start,end,text,付加的情報か,大分類,小分類,備考
1517,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,37:38,37:41,I don't know if it's a half-miss.,,,,
1518,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,37:40,37:45,He's got it with his ankle more than his foot.,,,,
1519,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,37:44,37:47,I get the feeling.,,,,
1520,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,37:46,37:49,He's got it perfectly.,,,,
1521,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,37:48,37:51,He's got it.,,,,
1522,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,37:50,37:53,What a play by Hassan.,,,,
1523,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,37:52,37:59,It's Ivanovic's fourth goal in the last seven games between LaLiga and Copa.,,,,
1524,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,37:58,38:02,He's also scored the first one.,,,,
1525,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:01,38:04,The first one is always more valuable.,,,,
1526,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:03,38:06,He's got the ball.,,,,
1527,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:05,38:07,He's got the ball to open the game.,,,,
1528,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:06,38:11,He's got the ball to break a draw.,,,,
1529,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:10,38:23,This goal is valuable as is the one in the midweek at the Parque de los Príncipes for Chelsea.,,,,
1530,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:22,38:25,How did he make up for it later?,,,,
1531,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:24,38:31,He made up for that goal from that minute until the end of the game.,,,,
1532,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:30,38:39,Chelsea have already started to play a bit of a game and from then on he didn't want to play any more.,,,,
1533,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:38,38:45,He wanted to defend and when the draw happened he wanted to draw.,,,,
1534,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:44,38:49,He's been losing the lesson from previous years.,,,,
1535,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:48,38:53,He's got a long shot looking for Ings.,,,,
1536,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:52,38:57,He had a great safety net against Chelsea.,,,,
1537,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,38:56,39:03,He'd cut off Terry first and now he's cut off Boyd after Philippe Luis' shot.,,,,
1538,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:02,39:07,We're getting closer to the first half.,,,,
1539,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:06,39:09,Chelsea win 1-0.,,,,
1540,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:08,39:19,It's a game where Mourinho's team are doing their best to win but they haven't yet secured a win.,,,,
1541,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:18,39:25,They haven't won yet as they're the smallest of scorers.,,,,
1542,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:24,39:30,Everything you can win by 1-0 is always very dangerous.,,,,
1543,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:29,39:40,Philippe for Oscar.,,,,
1544,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:39,39:46,Oscar is caught off guard and plays a square.,,,,
1545,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:45,39:48,Look where Ivanovic is.,,,,
1546,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:47,39:52,He's at the end of the pitch opening the field permanently.,,,,
1547,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:51,39:56,He's got a square and he's going in.,,,,
1548,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:55,40:00,It's a move that you don't see in all Chelsea games.,,,,
1549,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,39:59,40:02,Ivanovic is so high up.,,,,
1550,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:01,40:04,Another hard pass.,,,,
1551,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:03,40:11,He's going to miss the first one because Boyd-Oscar was going for it.,,,,
1552,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:10,40:13,It's a clear shot.,,,,
1553,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:12,40:15,This one is more obvious.,,,,
1554,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:14,40:19,Even a good referee can see it.,,,,
1555,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:18,40:23,I don't want to say a worse word.,,,,
1556,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:22,40:27,Even bad referees can see it.,,,,
1557,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:26,40:29,The others are more...,,,,
1558,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:28,40:31,Subtle.,,,,
1559,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:30,40:32,No one has seen it.,,,,
1560,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:31,40:44,I don't know if it's the case but sometimes some referees don't feel like they've played football when they were young.,,,,
1561,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:43,40:46,They don't understand the player.,,,,
1562,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:45,40:48,Oscar is there.,,,,
1563,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:47,40:50,He's turned around.,,,,
1564,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:49,40:52,He's fast to the other side.,,,,
1565,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:51,40:54,Ivanovic is there.,,,,
1566,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:53,40:58,He's offered a square to win the backline.,,,,
1567,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:57,41:00,He's closed the backline.,,,,
1568,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,40:59,41:02,It's a great cross from Servio.,,,,
1569,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:01,41:07,He's trying to surprise the Valcanico.,,,,
1570,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:06,41:09,He's cleared it.,,,,
1571,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:08,41:11,He's got the backline.,,,,
1572,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:10,41:13,He's at the top of the box.,,,,
1573,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:12,41:15,He's given the Chelsea to Barley.,,,,
1574,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:14,41:29,It's a feeling that when he accelerates and gets that extra point of speed the team can easily solve the problems.,,,,
1575,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:28,41:32,Matic.,,,,
1576,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:31,41:39,He's on Cesc.,,,,
1577,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:38,41:41,Another square.,,,,
1578,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:40,41:43,Matic.,,,,
1579,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:42,41:45,Matic to Oscar.,,,,
1580,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:44,41:49,Cesc Fàbregas tries to get rid of Ivanovic.,,,,
1581,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:48,41:51,He opens up space for him.,,,,
1582,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:50,41:53,But he can't with Keithley.,,,,
1583,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,41:52,42:02,Keithley barely has time to keep the ball in play but to help Chelsea Ivanovic.,,,,
1584,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:01,42:04,Square.,,,,
1585,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:03,42:06,He's got the ball in play.,,,,
1586,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:05,42:10,Trippier forces the ball out of the corner.,,,,
1587,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:09,42:15,Good play by Chelsea.,,,,
1588,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:13,42:22,They want the second before they get to the break.,,,,
1589,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:21,42:28,We remember the difficulties Barley has in the air.,,,,
1590,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:27,42:32,He's got the ball well and he's got it back to Eden Hazard.,,,,
1591,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:31,42:34,Hazard has Boit in front.,,,,
1592,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:33,42:36,Cesc again with Hazard.,,,,
1593,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:35,42:38,He's lost control of the ball.,,,,
1594,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:37,42:40,He's lost it a lot.,,,,
1595,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:39,42:43,He's put the danger away.,,,,
1596,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:41,42:45,Barley.,,,,
1597,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:44,42:51,Philippe.,,,,
1598,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:50,42:53,With Courtois.,,,,
1599,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:52,42:58,A long Courtois.,,,,
1600,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:57,42:59,Ivanovic.,,,,
1601,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,42:58,43:01,He's got the ball in play.,,,,
1602,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:00,43:03,There's Vans.,,,,
1603,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:02,43:05,He's using his body a lot.,,,,
1604,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:04,43:09,He's left a few ugly saves.,,,,
1605,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:08,43:14,And a few shots to Courtois.,,,,
1606,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:13,43:16,Ings with Keithley.,,,,
1607,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:15,43:18,He surprises us.,,,,
1608,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:17,43:20,Fabregas.,,,,
1609,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:19,43:24,Jones is trying to steal the ball before Diego Costa gets there.,,,,
1610,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:23,43:27,Philippe closes the gap well in front of Trippier.,,,,
1611,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:26,43:32,Philippe-Louis is very firm.,,,,
1612,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:31,43:37,Ivanovic.,,,,
1613,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:36,43:40,With Hazard.,,,,
1614,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:39,43:46,Diego Costa's manoeuvre to break the gap.,,,,
1615,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:45,43:48,He's been chased by Shaquille.,,,,
1616,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:47,43:50,Shaquille has failed.,,,,
1617,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:49,43:52,Diego Costa is going with the ball.,,,,
1618,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:51,43:54,He's lost it.,,,,
1619,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:53,43:55,The action continues.,,,,
1620,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:54,43:57,"Roba, Philippe, Aboit.",,,,
1621,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:56,43:59,And now we comment.,,,,
1622,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,43:58,44:11,But the actions on Diego Costa will have to be very clear in this game so that the referee can be on the side of the Chelsea player.,,,,
1623,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:10,44:13,Diego Costa was on the ball.,,,,
1624,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:12,44:15,He tried to play towards Oscar.,,,,
1625,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:14,44:17,The last one to touch is Hazard.,,,,
1626,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:16,44:23,"My feeling, in my life, is that he's let himself fall.",,,,
1627,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:22,44:27,The image of the defender is a lie.,,,,
1628,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:26,44:33,There's a slight contact between the defender and the subjectivity.,,,,
1629,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:32,44:41,Diego Costa knows how much the defender's contact can make him fall.,,,,
1630,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:40,44:43,I think Diego Costa is very nervous.,,,,
1631,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:42,44:45,He's been nervous the whole game.,,,,
1632,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:44,44:47,We can see it in his lips.,,,,
1633,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:46,44:49,He's saying a lot of things.,,,,
1634,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:48,44:51,He's fighting against the world.,,,,
1635,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:50,44:53,This version is bad for him.,,,,
1636,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:52,44:57,He's been controlling all these things.,,,,
1637,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,44:56,44:59,"They were there, latent.",,,,
1638,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,00:00,00:04,"Well, after a false start, off we go.",,,,
1639,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,00:00,00:07,Paris Saint-Germain with the kickoff playing from right to left.,,,,
1640,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,00:04,00:18,"They start tonight's fixture second in the league, two points behind Lyon, who won their game at Gangol yesterday, and two points above Marseille.",,,,
1641,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,00:12,00:23,"Of course, a Marseille victory would see them climb above the champions tonight.",,,,
1642,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,00:19,00:35,"This game being played out in front of a record crowd, more than 65,000 tickets have been sold by Friday night.",,,,
1643,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,00:33,00:43,"Brice Jadjej, under pressure from Pastore, it's going to be a goal kick.",,,,
1644,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,00:39,00:51,The atmosphere electric in the opening stages.,,,,
1645,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,00:48,01:08,"Two men in particular will be disappointed not to have been picked from the start, Michy Batshuayi, who scored six goals in his last five appearances, and Lucas Ocampos, who's been putting pressure on Florian Thauvin for a starting place in recent weeks.",,,,
1646,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,01:06,01:17,"Motta jumping with Payet, Payet comes away with the ball.",,,,
1647,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,01:15,01:24,"Dimitri Payet, the creator of this Marseille team, is stopped in his tracks by Thiago Silva.",,,,
1648,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,01:21,01:31,Now the bruise for Ibrahimovic.,,,,
1649,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,01:27,01:40,A player who really announced his arrival in Ligue 1 with a brilliant double here at the Stade Vélodrome two seasons ago.,,,,
1650,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,01:36,01:42,Payet again.,,,,
1651,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,01:41,01:48,"Andre Ayoub crossing early towards Gignac, but it's David Luiz with the header.",,,,
1652,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,01:44,02:00,Mondanda just rushed slightly into that clearance.,,,,
1653,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,01:56,02:08,Mondanda making his 183rd consecutive appearance.,,,,
1654,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:04,02:12,He hasn't missed a game since the last day of the 2009-10 season.,,,,
1655,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:08,02:22,"Alexis Romain, he's got a chance to score a goal.",,,,
1656,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:19,02:29,"Battling through the midfield, winning the free kick that Thauvin takes quickly.",,,,
1657,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:26,02:33,"Payet, Ayoub making a run through the middle.",,,,
1658,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:29,02:42,"A bit of panic at the back, appeals for a handball as well, as Thiago Silva lost his footing and the ball bounced up and hit by Kingos.",,,,
1659,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:36,02:46,"Kivani at the other end finds Ibrahimovic, who gets away from Morel.",,,,
1660,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:43,02:49,"Options in the middle for Ibrahimovic, he's gone down now.",,,,
1661,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:46,02:51,Penalty shout at both ends.,,,,
1662,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:50,02:56,"It was always going to be a difficult game for Rudy Bouquet, the referee.",,,,
1663,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:52,03:00,Already two tough calls.,,,,
1664,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:58,03:04,"This is Matsuidi, Pastore finding Kivani.",,,,
1665,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,03:00,03:06,"Kivani, tackle by Thauvin.",,,,
1666,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,03:04,03:25,A breathless opening three minutes.,,,,
1667,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,03:22,03:40,Marseille will be slightly concerned at the manner in which Ibrahimovic shook off Jeremy Morel at the back.,,,,
1668,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,03:33,03:47,"Marseille lining up effectively with two full backs at centre half, even though Morel and Fanny have done well in the middle this season.",,,,
1669,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,03:43,03:55,JJJ finds Morel.,,,,
1670,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,03:52,03:59,And now Mendy.,,,,
1671,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,03:57,04:04,The powerful young left back up against Verratti.,,,,
1672,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,04:00,04:08,"Ayut, Mendy.",,,,
1673,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,04:06,04:11,"Good tackle, Marco Verratti.",,,,
1674,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,04:09,04:14,And then sliding in rather dangerously was Andre Ayut.,,,,
1675,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,04:11,04:19,And we may well be having our first booking inside five minutes.,,,,
1676,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,04:15,04:25,It's just a verbal warning for Andre Ayut.,,,,
1677,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,04:20,04:49,It looks like it's just a verbal warning for Andre Ayew.,,,,
1678,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,04:25,05:00,Ayew was suspended from the first game at the Parc des Princes when PSG won 2-0 this season.,,,,
1679,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,04:54,05:00,That wasn't a clever tackle.,,,,
1680,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,04:54,05:03,He's saying he won the ball but it wasn't really in control there.,,,,
1681,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,05:00,05:05,Stubbs was showing.,,,,
1682,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,05:03,05:24,Paris looking to build as Marquinhos' pass has deflected it to touch.,,,,
1683,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,05:05,05:29,Ibrahimovic looking very sharp indeed here.,,,,
1684,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,05:24,05:44,Going down as well.,,,,
1685,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,05:30,05:44,Morel doesn't get a touch on the ball.,,,,
1686,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,05:30,05:48,"He was playing with fire there, Jeremy Morel.",,,,
1687,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,05:44,05:53,A lot of screwed up paper is being thrown on.,,,,
1688,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,05:48,06:01,The choreography displayed when the players came out was quite magnificent to watch.,,,,
1689,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,05:53,06:18,The downside is that now the fans are all armed with bits of paper that they're screwing up and throwing on.,,,,
1690,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:01,06:22,Marquinhos.,,,,
1691,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:18,06:24,Morel clears.,,,,
1692,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:22,06:26,Zsigniak heads down.,,,,
1693,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:24,06:30,Djerdjaje.,,,,
1694,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:26,06:33,Florian Thauvin.,,,,
1695,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:30,06:36,Thauvin's cross isn't a bad one.,,,,
1696,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:33,06:42,It was perhaps just behind Zsigniak.,,,,
1697,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:36,06:46,"Oh, the volley.",,,,
1698,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:42,06:46,Dmitry Payet full of confidence at the moment.,,,,
1699,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:42,06:54,Happy to try this sort of effort.,,,,
1700,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:46,07:00,Juggling the ball on his head and then letting fly with his left foot.,,,,
1701,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,06:54,07:02,Six goals this season.,,,,
1702,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:00,07:23,12 assists for the most creative player in the league this season.,,,,
1703,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:02,07:26,Mendy.,,,,
1704,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:23,07:28,Lemina.,,,,
1705,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:26,07:34,Morel now finding Rod Fanny.,,,,
1706,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:28,07:37,Not a particularly kind ball that by Fanny for Mario Lemina.,,,,
1707,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:34,07:40,This is going to be an issue as well for Marseille.,,,,
1708,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:37,07:42,Gianelli in Buehler is suspended today.,,,,
1709,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:40,07:47,He's played every single game this season for Marseille up until today.,,,,
1710,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:42,07:51,And he gives them stability in the heart of the midfield.,,,,
1711,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:47,07:56,Lemina's going to have a tough job.,,,,
1712,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:51,07:58,Thauvin.,,,,
1713,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:56,08:00,Payet.,,,,
1714,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:58,08:07,Payet's cross and Thiago Silva's header.,,,,
1715,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,08:00,08:11,Pastore quickly closed down but a foul by Romao.,,,,
1716,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,08:07,08:15,And now the card is being shown.,,,,
1717,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,08:11,08:28,Alexis Romao with his foot up.,,,,
1718,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,08:16,08:34,Now how dangerous was this?,,,,
1719,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,08:28,08:38,"Again, like IU has got a piece on the ball but again Stubbs was showing.",,,,
1720,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,08:34,08:55,The boot was high from Romao.,,,,
1721,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,08:38,08:58,Thiago Silva's clearance.,,,,
1722,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,08:55,09:06,Morel now.,,,,
1723,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,08:58,09:09,Pastore.,,,,
1724,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:07,09:11,Good first time ball from the Argentine.,,,,
1725,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:09,09:17,Although it's just going to beat Marquinhos.,,,,
1726,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:11,09:25,"Javier Pastore, one of a host of players to have been involved in international matches.",,,,
1727,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:17,09:27,"A long, long way away from France.",,,,
1728,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:25,09:29,But he did well.,,,,
1729,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:27,09:32,Pastore scored his first goal with Argentina.,,,,
1730,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:29,09:39,And the Argentine is enjoying quite a renaissance at the moment.,,,,
1731,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:33,09:41,Dimitri Payet.,,,,
1732,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:39,09:50,J.J. Payet.,,,,
1733,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:46,10:17,Marco Silva finding Cavani.,,,,
1734,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:14,10:23,Cavani starting this more as a right-sided attacker with Pastore on the left.,,,,
1735,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:17,10:26,Verratti.,,,,
1736,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:23,10:28,Mota exchanging passes with Ibrahimovic.,,,,
1737,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:26,10:29,Now finding Verratti.,,,,
1738,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:28,10:31,Bit of space for Marco Verratti.,,,,
1739,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:29,10:37,And immediately Cavani pulled away to the left-hand side.,,,,
1740,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:31,10:43,Tovan now finding IU.,,,,
1741,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:37,10:52,And J.J. André IU with the flick intercepted by Verratti.,,,,
1742,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:46,10:54,"Oh, look at the space.",,,,
1743,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:52,10:56,Javier Pastore racing through the middle.,,,,
1744,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,10:54,11:02,Great opportunity and it's only just wide from Pastore.,,,,
